company,country,sub_domain,website,email,email_type,sme_likely,source_url,notes,confidence
YouRehab (Reha Stim Medtec),CH,rehab_device,https://www.rehastim.com,,unreachable,Yes,https://www.venturelab.swiss/YouRehab,Venture Kick 2010 alumni; end-effector robotic gait therapy (merged with Reha-Stim Medtec) | enrich: ECONNREFUSED on repeated fetches,medium
Spineart,CH,spine-surgery-robot,https://www.spineart.com,,,No,https://www.spineart.com/company/our-company/,Geneva Switzerland founded 2005; spine implant manufacturer developing robotic guidance tools; 370+ employees (not SME),medium
Distalmotion,CH,Surgical (Dexter),https://distalmotion.com,info@distalmotion.com,generic,No,,Raised ~$150M 2024; borderline SME - may exceed EU thresholds,high
LEM Surgical,CH,Surgical (hard-tissue spine/ortho/ENT),https://lemsurgical.com,info@lemsurgical.com,generic,Yes,,Bern-based; Dynamis system FDA-cleared Apr 2025,high
SurgeonsLab,CH,surgical-training-haptics,https://surgeonslab.com,info@surgeonslab.com,generic,Yes,https://surgeonslab.com/,Switzerland; all-in-one neurosurgical training simulator with realistic haptic instruments; deployed at Italian hospitals,low
CAScination,CH,surgical_robotics,https://www.cascination.com,info@cascination.com,generic,Yes,https://www.venturekick.ch/CAScination,Venture Kick alumni; HEARO robotic cochlear-implant system + CAS-One navigation for liver ablation,high
EBAMed,CH,surgical_robotics,https://eba-med.com,,contact_form_only,Yes,https://www.venturelab.swiss/EBAMed-secures-EUR-16M-concluding-Series-A-Round-at-EUR-16M,Geneva Fongit portfolio and Venturelab; cardiac-motion hardware module for non-invasive proton-therapy ablation,high
Bearcover,DE,Assistive - nursing home night-check robot,https://bearcover.de,info@bearcover.de,generic,Yes,https://eithealth.eu/news-article/eit-health-catapult-2023-24-selects-30-semifinalists/,EIT Health Catapult 2023-24 semi-finalist; Motion Lab Berlin,high
Navel Robotics,DE,Assistive - social robot for dementia care,https://navelrobotics.com,info@navelrobotics.com,generic,Yes,https://www.munich-startup.de/en/102012/navel-robotics-from-munich-wins-digital-health-award/,Digital Health Award winner; empathic social robot for elderly care; Munich,high
German Bionic Systems,DE,Assistive/occupational exoskeleton,https://www.germanbionic.com,,unknown,No,https://www.eib.org/en/press/all/2022-572-investeu-eib-invests-in-high-tech-workplace-safety-with-eur15-million-for-exoskeleton-manufacturer-german-bionic-s-rd-activities,EIB InvestEU 15M; Apogee exoskeleton for nursing and industry; Augsburg [cross-sourced x3],high
AKTORmed,DE,endoscope-holder-robot,https://aktormed.com,info@aktormed.com,generic,unknown,https://orthexo.de/en/exoskeleton-manufacturer/,Barbing Germany; SOLOASSIST II robotic endoscope holder for laparoscopic surgery; voice/joystick control,medium
Avatera Medical,DE,general-surgery-robot,https://avatera.eu,info@avateramedical.com,generic,unknown,https://www.escatec.com/blog/24-exciting-surgical-robotics-companies,Jena Germany; first German CE-marked system for robot-assisted minimally invasive surgery (gynae/urology); sites in Jena Ilmenau Hanover Altingen | enrich: Domain is avateramedical.com not avatera.eu,high
BEC GmbH (Buck Engineering),DE,Radiotherapy patient positioning robot,https://www.b-e-c.de,,unreachable,Yes,https://www.b-e-c.de/bec-news-en/tae-bnct,exacure robotic positioning for BNCT and particle therapy; KUKA partner; Reutlingen [cross-sourced x2] | enrich: ECONNREFUSED on repeated fetches,high
TEDIRO Healthcare Robotics,DE,Rehab - gait training autonomous robot,https://tediro.com,robotics@tediro.com,generic,Yes,https://tediro.com/en/company/,Spin-off of MetraLabs/TU Ilmenau; first CE-certified autonomous therapy robot; Ilmenau/Leipzig [cross-sourced x2],high
Reactive Robotics,DE,Rehab - ICU early mobilization,https://www.reactive-robotics.com,info@reactive-robotics.com,generic,Yes,https://www.nks-eic-accelerator.de/en/success-story-reactive-robotics-665.php,EIC Accelerator; VEMO very-early-mobilization robot for ICU; Munich [cross-sourced x3],high
MetraLabs,DE,Service robotics - healthcare platforms,https://www.metralabs.com,,unknown,No,https://ri4eu.eu/success-story/dihhero/,DIH-HERO funded; mobile service robots used by TEDIRO & care projects; Ilmenau,high
Dymium GmbH,DE,Surgical - urology/kidney stones,,,unknown,Yes,https://eithealth.eu/news-article/eit-health-catapult-2023-24-selects-30-semifinalists/,EIT Health Catapult 2023-24 finalist; LithoFree magnetic kidney stone system; Garching/Munich,high
Medability,DE,Surgical training - haptic VR/robotics,https://medability.de,info@medability.de,generic,Yes,https://www.eu-startups.com/27-top-medical-device-startups-and-companies-in-munich/,DuO VR robotic haptic spine surgery simulator; Munich,high
ROPCA,DK,clinical lab automation,https://ropca.com,info@ropca.com,generic,Yes,https://www.odenserobotics.dk/members/nordic-robotics-systems-aps/,Odense Robotics; ARTHUR RA ultrasound robot CE-marked,high
Life Science Robotics,DK,Rehab - lower limb mobilization,https://www.lifescience-robotics.com,info@lifescience-robotics.com,generic,Yes,https://www.lifescience-robotics.com/about/,ROBERT rehab robot for bedridden patients; Aalborg [cross-sourced x3],high
Coalescent Mobile Robotics,DK,service/logistics,https://cm-robotics.com,info@cm-robotics.com,generic,Yes,https://www.odenserobotics.dk/speakers/coalescent-mobile-robotics/,Odense Robotics member; hospital/pharma logistics AMRs,high
Gibotech,DK,service/logistics,https://www.gibotech.dk,gibotech@gibotech.dk,generic,Yes,https://www.odenserobotics.dk/automation-in-hospitals/,Odense Robotics; hospital AGV & sterilization automation | enrich: service@gibotech.dk also,high
Meditek,DK,service/logistics,https://meditek.dk,,unreachable,unknown,https://www.odenserobotics.dk/networks-mobile-robots-in-healtcare/,Odense/CCR partner; hospital equipment automation JV | enrich: HTTP 403 on repeated fetches,medium
UVD Robots (Blue Ocean Robotics),DK,UV-C disinfection autonomous robot,https://uvd.blue-ocean-robotics.com,info@uvd-robots.com,generic,No,,Odense; part of Ecolab since 2022 - parent is large,high
PAL Robotics,ES,Assistive - hospital/elderly humanoid,https://pal-robotics.com,business@pal-robotics.com,generic,Yes,https://ri4eu.eu/success-story/dihhero/,DIH-HERO funded; TIAGo and ARI robots used in hospital/elderly pilots; Barcelona [cross-sourced x3] | enrich: info@pal-robotics.com also,high
MOWOOT (USMIMA),ES,Assistive - pneumatic soft robot,https://www.mowoot.com,info@mowoot.com,generic,Yes,https://eithealth.eu/news-article/robots-in-medicine-the-robotics-start-ups-making-a-difference-in-healthcare/,EIT Health; pneumatic abdominal massage device for chronic constipation; Barcelona,high
Arkeobots,ES,assistive/elderly-care,https://arkeobots.com,,contact_form_only,Yes,https://catalonia.com/key-industries-technologies/technologies/robotics-in-catalonia,Catalonia assistive elder-care companion robot | enrich: only personal gmail visible no role email,medium
Neuroelectrics,ES,brain-stimulation-device,https://www.neuroelectrics.com,,contact_form_only,unknown,https://www.neuroelectrics.com/,Barcelona Spain founded 2011; Starlab spin-off; Starstim/Enobio wearable brain stimulation & EEG monitoring devices - borderline robotics (hardware yes; active motion no),low
Mecwins,ES,clinical lab automation,https://mecwins.com,info@mecwins.com,generic,Yes,https://www.4yfn.com/exhibitors/35813-eodyne-systems-s-l,CSIC IMN spin-off; Avac plasmonic lab-auto platform; Madrid,medium
MiWEndo Solutions,ES,endoscopy,https://miwendo.com,info@miwendo.com,generic,Yes,https://catalonia.com/key-industries-technologies/technologies/robotics-in-catalonia,UPF/HCB/UPC spin-off; microwave endoscopy accessory,high
Marsi Bionics,ES,Pediatric/adult gait exoskeleton,https://www.marsibionics.com,info@marsibionics.com,generic,Yes,,Madrid; funded ~€8.1M,high
Eodyne Systems,ES,rehab,https://eodynesystems.com,contact@eodyne.com,generic,Yes,https://eithealth.eu/product-service/rgshome/,UPF/SPECS spin-off; CE Class I RGS neuro-rehab; Barcelona | enrich: Domain is eodyne.com; ventas@ soporte@ also,high
Gogoa Mobility Robots,ES,rehab-exoskeleton,https://www.gogoa.eu,info@gogoa.eu,generic,Yes,https://sifted.eu/articles/exoskeleton-startups-wandercraft-marsi-bionics-tendo,First European company with CE-marked rehab exoskeleton (HANK lower limb); also BELK knee; based in Basque Country [cross-sourced x2],high
Virtualware,ES,rehab-VR-robotics,https://www.virtualwaregroup.com,,unreachable,unknown,https://www.digitaljournal.com/pr/virtual-rehabilitation-and-telerehabilitation-systems-market-share-2022-growth-challenges-opportunities-and-future-trends-2030-brontes-processing-motekforce-link-virtualware-group-motorika-bridg,Bilbao Spain; VirtualRehab platform with sensor-based rehab hardware for neurological patients | enrich: HTTP 404 on multiple paths,low
Inrobics,ES,rehab/assistive,https://inrobics.com,info@inrobics.com,generic,Yes,https://eithealth.eu/news-article/robots-in-medicine-the-robotics-start-ups-making-a-difference-in-healthcare/,UC3M spin-off; NAO-based therapy robot; Madrid | enrich: support@inrobics.com also,high
Robopedics,ES,rehab_assistive,https://robopedics.com,hola@robopedics.com,generic,unknown,https://barcelonahealthhub.com/en/news/discover-how-robopedics-is-shaping-the-future-of-dependent-care/,Barcelona Health Hub member; single-leg robotic orthotic Awake for stroke hemiplegics; founded 2021,medium
ABLE Human Motion,ES,rehab_exoskeleton,https://www.ablehumanmotion.com,hello@ablehumanmotion.com,generic,Yes,https://www.biocat.cat/en/current-news/news/company-able-human-motion-supported-pass-programme-incorporates-6-exoskeletons,UPC spin-off Barcelona; lightweight exoskeleton for neurorehabilitation; accelerated by Biocat PASS and CRAASH Barcelona [cross-sourced x4],high
Cyber Surgery,ES,spine-surgery-robot,https://cyber-surgery.com,,contact_form_only,Yes,https://www.surgicalroboticstechnology.com/news/cyber-surgery-announces-successful-completion-of-clinical-trials/,San Sebastian Basque Country founded 2017; ALAYA robotic assistant for spine surgery with kinematic navigation [cross-sourced x3],high
Rob Surgical,ES,Surgical (Bitrack laparoscopic),https://www.robsurgical.com,rss@robsurgical.com,generic,Yes,,Barcelona area; form-only contact | enrich: company initials generic address,medium
CurifyLabs,FI,pharma_automation,https://curifylabs.com,sales@curifylabs.com,generic,Yes,https://curifylabs.com/about,Helsinki-based; MiniLab automated pharmaceutical compounding incl. robotics-inspired 3D drug printing | enrich: press@ investors@ support@ also,high
Evondos,FI,Pharmacy/home medication dispensing robot,https://www.evondos.com,,unknown,No,https://www.evondos.com/,Nordic leader in home medicine dispensing robot; ~200 employees; Helsinki/Salo,high
Caranx Medical,FR,Endovascular - TAVI robot,https://caranx-medical.com,,unreachable,Yes,https://www.investincotedazur.com/en/caranx-medical-innovates-in-robotic-assisted-heart-valve-implantation/,Truffle Capital backed; TAVIPILOT autonomous TAVI robot; FDA cleared 2025; Nice [cross-sourced x3] | enrich: site redirects to carvolix.eu after acquisition,high
Robocath,FR,Endovascular robotics (coronary/neurovascular),https://www.robocath.com,,contact_form_only,Yes,,Rouen; R-One system,medium
RB3D,FR,exoskeleton,https://www.rb3d.com,,contact_form_only,Yes,https://exoskeletonreport.com/exoskeleton-companies-and-organizations-directory/rb3d/,French exoskeleton maker; musculoskeletal-injury assistance,medium
UroMems,FR,implantable_robotics,https://www.uromems.com,,contact_form_only,Yes,https://www.medicalps.eu/2019/10/25/uromems-remporte-le-prestigieux-prix-galien-medstart-up-pour-la-meilleure-collaboration-dans-le-domaine-du-medtech-ou-du-numerique/,Medicalps Grenoble member; smart active robotic artificial urinary sphincter (UroActive) for stress urinary incontinence,high
Endocontrol,FR,laparoscopy-robot,https://www.endocontrol-medical.com,,,No,https://www.crunchbase.com/organization/endocontrol,La Tronche France; ViKY endoscope positioner & JAIMY instrument; acquired by Canady Life Sciences (US) in 2019,medium
Artedrone,FR,Microrobotics - neuro thrombectomy,https://www.artedrone.com,contact@artedrone.com,generic,Yes,https://www.truffle.com/portfolio-truffle-capital/artedrone,SASHA autonomous microrobot for stroke; pre-clinical; Paris [cross-sourced x2],high
Axilum Robotics,FR,neurostim,https://www.axilumrobotics.com,info@axilumrobotics.com,generic,Yes,https://eu-robotics.net/,Strasbourg; CE+FDA TMS-Robot for transcranial magnetic stim,high
Robeauté,FR,Neurosurgical microrobotics,https://www.robeaute.com,hello@robeaute.com,generic,Yes,,Paris; raised $28M (2025) for neurosurgical microrobots,high
Ganymed Robotics,FR,orthopedic-robot,https://www.ganymedrobotics.com,contact@ganymedrobotics.com,generic,Yes,https://www.eu-startups.com/2024/09/from-fiction-to-function-10-european-startups-pushing-the-boundaries-of-robotics/,Paris France founded 2018; ~40 staff; robotic surgical assistant for total knee arthroplasty; raised €42M [cross-sourced x4],high
Japet Medical Devices,FR,rehab-exoskeleton,https://www.japet.eu,,contact_form_only,Yes,https://exoskeletonreport.com/exoskeleton-companies-and-organizations-directory/japet/,Lille France founded 2016; Japet.W+ CE-marked class IIa motorized lumbar exoskeleton for back pain [cross-sourced x2],high
Lifebloom,FR,rehab_assistive,,,,Yes,https://lille.eurasante.com/startups/lifebloom/,Eurasante (Lille) incubatee; Oxilio wheelchair-exoskeleton enabling autonomous standing/walking,high
Wandercraft,FR,Rehabilitation exoskeleton (Atalante X),https://www.wandercraft.eu,,contact_form_only,No,,Raised €64.3M Series D 2025 - likely exceeds SME thresholds,medium
Enchanted Tools,FR,Service robotics (Mirokaï),https://enchanted.tools,,contact_form_only,Yes,,Paris; healthcare/hospitality service robot,medium
SpinEM Robotics,FR,spine-surgery-robot,https://spinem-robotics.com,info@spinem-robotics.com,generic,Yes,https://blog.smarttrak.com/three-global-spine-robotics-start-ups-to-watch-in-2024,Saint-Martin d'Heres (Grenoble) France founded 2021; robotic-assisted spine surgery without line-of-sight tracking; €10M Series A2 with Spineart [cross-sourced x3] | enrich: from privacy notice,high
Moon Surgical,FR,Surgical (laparoscopy assist - Maestro),https://moonsurgical.com,,contact_form_only,Yes,,Paris HQ; partner of BD/medtech ecosystem,medium
Surgitec Robotics,FR,Surgical (neurosurg/orthopedic/spine/ENT hard tissue),https://www.surgitec.com,,contact_form_only,Yes,,Early stage; email convention @surgitec.com - guess contact@ if needed,low
eCential Robotics,FR,Surgical (spine/ortho navigation+robotics),https://www.ecential-robotics.com,,contact_form_only,Yes,,HQ dual France/Tennessee; French origin (Grenoble),medium
Quantum Surgical,FR,Surgical (tumor ablation - Epione),https://www.quantumsurgical.com,info@quantumsurgical.com,generic,Yes,,Montpellier; ~130 employees,high
Mauna Kea Technologies,FR,surgical-imaging-robot,https://www.maunakeatech.com,,,No,https://www.medicalstartups.org/top/robotics/,Paris France; Cellvizio probe CE-marked for robotic-assisted surgery; Euronext listed - not SME scale,medium
Extremis Robotics,FR,surgical_robotics,https://extremis-robotics.com,info@extremis-robotics.com,generic,Yes,https://www.haventure.com/presentation/,Haventure Grenoble portfolio; robotics for foot/ankle surgery | enrich: contact@extremis-robotics.com also,high
KAT Robotics,FR,surgical_robotics,,,,Yes,https://www.haventure.com/presentation/,Haventure Grenoble portfolio; interactive power-tool control robot for orthopaedics,high
LinkX Robotics,FR,surgical_robotics,https://www.linkx-robotics.com,,contact_form_only,Yes,https://www.haventure.com/presentation/,Haventure Grenoble portfolio; 3D planning + robotics for knee-ligament surgery,high
OSTESYS,FR,surgical_robotics,,,,Yes,https://www.haventure.com/presentation/,Haventure Grenoble portfolio; imaging/planning/robotics for osteotomies around the knee,high
Zentact Robotics,FR,surgical_robotics,,,,Yes,https://www.haventure.com/presentation/,Haventure Grenoble portfolio; telemanipulated robot for endoscopic ENT surgery,high
Open Bionics,GB,3D-printed bionic limb prosthetics,https://openbionics.com,,contact_form_only,Yes,,Bristol; Hero Arm,medium
Automata,GB,Lab automation (LINQ bench),https://automata.tech,hello@automata.tech,generic,Yes,,London; raised $40M 2023; clinical diagnostics deployments,medium
Renishaw Neurosurgery,GB,neurosurgery-robot,https://www.renishaw.com/en/neuromate-stereotactic-robot-for-neurosurgery--48606,,,No,https://www.surgicalroboticstechnology.com/news/renishaw-secures-mdr-product-approval-for-neuromate-stereotactic-robot/,neuromate stereotactic robot (DBS/SEEG/biopsy); MDR-approved; Renishaw plc is large UK listed engineering firm - not SME,high
Corin Group,GB,orthopedic-robot,https://www.coringroup.com,,,No,https://surgicoll.scholasticahq.com/article/132487-advancements-in-robotic-orthopaedic-surgery-a-current-concept,Cirencester UK; OMNIBotics & Apollo robotic-assisted knee replacement; Permira-backed global orthopedic firm - likely >250 staff [cross-sourced x2],medium
Rex Bionics,GB,rehab-exoskeleton,https://www.rexbionics.com,info@rexbionics.com,generic,unknown,https://www.rexbionics.com/,REX hands-free standing/walking exoskeleton; founded in NZ but UK-based operations for clinical/personal use,medium
CMR Surgical,GB,Surgical (soft-tissue),https://cmrsurgical.com,,contact_form_only,No,,"Versius platform; raised >$1B, unicorn status - likely outgrew SME threshold",medium
Fundamental Surgery,GB,surgical-training-haptics,https://fundamentalsurgery.com,,unreachable,Yes,https://ukhealthcarepavilion.com/companies/fundamental-surgery/,London UK founded 2012 (FundamentalVR); HapticVR surgical training platform with haptic hardware component | enrich: page blank/empty,medium
COVVI,GB,Upper-limb prosthetics (bionic hand),https://www.covvi.com,,contact_form_only,Yes,,Leeds; Nexus hand | enrich: phone-and-form only,medium
Akara Robotics,IE,Hospital automation + UV disinfection,https://akara.ai,info@akara.ai,generic,Yes,,Dublin; assistive robots + room sensors,high
Tympany Medical,IE,Surgical - ENT endoscopy,https://tympanymedical.com,info@tympanymedical.com,generic,Yes,https://eithealth.eu/news-article/eit-health-catapult-2024-25-selects-29-semi-finalists/,EIT Health Catapult 2024-25 semi-finalist; Solascope sterile panoramic ENT scope; Galway,high
Co-Robotics,IT,assistive-robot,https://www.corobotics.eu,management@corobotics.eu,generic,Yes,https://www.santannapisa.it/en/institute/biorobotics,Pisa Italy; Scuola Superiore Sant'Anna BioRobotics spin-off; collaborative assistive robotics for ageing population,low
IUVO,IT,Exoskeletons (upper/lower body),https://www.iuvo.company,info@iuvo.company,generic,Yes,,Pontedera; SSSA spin-off; standards leader for wearable robotics,high
Idrogenet (Gloreha),IT,hand-rehab-robot,https://www.gloreha.com,,,No,https://www.gloreha.com/,Lumezzane Brescia Italy; Gloreha Sinfonia robotic glove for hand rehab; acquired by BTL Industries - no longer independent,high
Medical Microinstruments (MMI),IT,Microsurgery (Symani),https://www.mmimicro.com,connect@mmimicro.com,generic,No,,Pisa; well-funded series C+ - borderline SME,high
BionIT Labs,IT,Multi-articulated prosthetic hand (Adam's Hand),https://bionitlabs.com,info@bionitlabs.com,generic,Yes,,"Soleto (LE); also pressoffice@, na_sales@",high
Rejoint,IT,Orthopedic robotics + 3D-printed personalized knee,https://www.rejoint.eu,,unreachable,Yes,,Modena area; AI + 3D printing for TKR - site currently unreachable | enrich: ECONNREFUSED,low
Pharmathek,IT,Pharmacy automation / robotic dispensing,https://www.pharmathek.com,info@pharmathek.com,generic,Yes,,Verona,high
Prensilia,IT,prosthetics,https://www.prensilia.com,info@prensilia.com,generic,Yes,https://i-rim.it/en/,SSSA spin-off Pontedera; Mia Hand myoelectric prosthesis,high
qbrobotics,IT,Prosthetics - soft robotic hand,https://qbrobotics.com,,unreachable,Yes,https://qbrobotics.com/company-team/,SoftHand Pro prosthetic hand; SoftPro H2020 spin-off; UPisa/IIT; Pisa | enrich: HTTP 403 blocks fetchers,high
Movendo Technology,IT,rehab,https://www.movendo.technology,info@movendo.technology,generic,Yes,https://i-rim.it/en/,Genova; hunova balance/rehab robot FDA Class II | enrich: applications@ also,high
Wearable Robotics / NEXUM Medical,IT,Rehabilitation robotics (neuro-motor),https://www.wearable-robotics.com,info@wearable-robotics.com,generic,Yes,,Pisa area (Ghezzano); Series A €5M 2026,high
Robota Srl,IT,Surgical instrument reprocessing,https://www.robota.run,info@robota.run,generic,Yes,https://eithealth.eu/news-article/innostars-awards-2024-forty-start-ups-set-to-change-healthcare-in-central-eastern-and-southern-europe/,EIT Health InnoStars 2024 finalist; steR automated sterilization; Borgosesia,high
Heaxel,IT,upper-limb-rehab-robot,https://heaxel.com,,unreachable,Yes,https://heaxel.com/category/emea/,Italy (Milan/Rome); iCone CE-marked portable robot for upper-limb neurorehabilitation (including home use) | enrich: site redirects to unrelated domain ordonnances.org,high
Sentante,LT,Endovascular teleoperated robotics,https://sentante.com,info@sentante.com,generic,Yes,,Kaunas; €6M Seed 2023,high
Rubedo Sistemos,LT,Radiotherapy positioning vision,https://www.rubedos.com,info@rubedos.com,generic,Yes,https://ri4eu.eu/success-story/dihhero/,DIH-HERO funded; 3D vision guidance incl. Elekta radiotherapy; ISO 13485; Kaunas,high
ExoAtlet,LU,rehab_exoskeleton,https://exoatlet.eu,mail@exoatlet.com,generic,Yes,https://startupluxembourg.com/news/exoatlet-on-the-road-to-certification-in-europe,Startup Luxembourg supported; medical exoskeleton for SCI/stroke/CP rehabilitation [cross-sourced x2],medium
Somnox,NL,Assistive - sleep robot,https://somnox.com,info@somnox.com,generic,Yes,https://eithealth.eu/news-article/eit-health-backed-start-up-gets-funds-for-sleeping-robot/,EIT Health-backed TU Delft spin-off; breathing sleep robot; Rotterdam/Delft [cross-sourced x2],high
SARA Robotics,NL,assistive/elderly-care,https://sara-robotics.com,info@sara-robotics.com,generic,Yes,https://www.eit.europa.eu/news-events/success-stories/sara-robotics,EIT Digital spin-off of Bright Cape; dementia/care robot,high
Sonosilicon,NL,diagnostic_device,,,,Yes,https://yesdelft.com/startups/sonosilicon/,YES!Delft alumni; IC/MEMS-based medical ultrasound devices,medium
Corbotics,NL,diagnostic_robot,https://www.corbotics.com,,contact_form_only,Yes,https://yesdelft.com/startups/corbotics/,YES!Delft MedTech Accelerator; autonomous robotic echocardiography,high
Loop Robots,NL,Disinfection - UV-C hospital,https://www.looprobots.com,hello@looprobots.com,generic,Yes,https://www.looprobots.com/news/loop-robots-one-of-the-most-promising-ai-startups-of-the-netherlands,SAM UV-C autonomous disinfection robot; TU Delft spin-off; Delft,high
SoundCell,NL,lab_automation,,,,Yes,https://yesdelft.com/startups/soundcell/,YES!Delft alumni TU Delft spin-off; graphene nanodrum sensor platform for antibiotic susceptibility testing,high
Microsure,NL,microsurgery-robot,https://microsure.nl,info@microsure.nl,generic,Yes,https://www.escatec.com/blog/24-exciting-surgical-robotics-companies,Eindhoven/Son; MUSA CE-marked surgical robot for microsurgery; spin-off of TU Eindhoven and Maastricht UMC; raised Series B2 €38M in 2023 [cross-sourced x3],high
Access2Bone,NL,orthopaedic_device,https://access2bone.com,info@access2bone.com,generic,Yes,https://yesdelft.com/startups/access2bone/,YES!Delft MedTech Accelerator; bone-regeneration device for orthopaedic surgeons,medium
LYLA,NL,pharma_automation,,,,Yes,https://yesdelft.com/startups/lyla/,YES!Delft MedTech Accelerator; compact scanner for radiopharmaceutical QC,medium
Reboocon Bionics,NL,prosthetics,https://www.rbionics.com,,contact_form_only,Yes,https://yesdelft.com/startups/robocon-bionics/,Delft-based robotic prostheses and exoskeletons; powered Intuy knee | enrich: explicit no-email policy uses helpdesk form,medium
Motek Medical,NL,rehab-robot,https://www.motekmedical.com,info@motekx.nl,generic,unknown,https://www.motekmedical.com/,Amsterdam Netherlands; CAREN/GRAIL instrumented treadmill & gait analysis robotic platforms; part of DIH Medical (Hocoma group) | enrich: rebranded to Motekx; support@motekx.nl also,medium
InteSpring,NL,rehab_assistive,https://intespring.com,info@intespring.nl,generic,Yes,https://intespring.com/invest/,Delft-based exoskeleton developer (Exobuddy) and TNO partner,medium
Laevo Exoskeletons,NL,rehab_assistive,https://www.laevo-exoskeletons.com,info@laevo.nl,generic,Yes,https://yesdelft.com/startups/laevo/,YES!Delft alumni; wearable back-support exoskeleton incl. elderly-care applications | enrich: domain is laevo.nl not laevo-exoskeletons.com,high
Skelex,NL,rehab_assistive,https://www.skelex.com,info@skelex.com,generic,Yes,https://yesdelft.com/startups/skel-ex/,YES!Delft alumni; passive upper-body exoskeleton,medium
Hipermotion,NL,rehab_device,http://www.hipermotion.com,,unreachable,Yes,https://www.hightechxl.com/news/hightechxl-startup-accelerator-spring-2018-robotics-medtech-and-red-hot-chili-peppers-triumph-at-eindhovens-tech-accelerator/,HighTechXL 2018 cohort; MaxDFM dynamic-force-modulation rehab machine; TU/e spin-off,medium
Eindhoven Medical Robotics,NL,surgical,https://www.emrobotics.com,,contact_form_only,Yes,https://www.tue.nl/en/research/research-areas/engineering-health/robotics,TU/e tech-transfer; RoboSculpt skull-base surgery robot,medium
Surge-on Medical,NL,Surgical - arthroscopy/laparoscopy,https://www.surge-on.nl,info@surge-on.eu,generic,Yes,https://eithealth.eu/news-article/surge-on-medical-premieres-eit-health-supported-european-crowdfunding-platform-asecuvest-eu/,EIT Health-supported; steerable detachable MIS instruments; Delft,high
DEAM,NL,surgical_instruments,https://www.deam.com,,unreachable,Yes,https://www.emrobotics.com/,Steerable laparoscopic instruments; spin-off from TU Delft | enrich: TLS certificate expired,medium
Preceyes,NL,surgical_robotics,https://www.preceyes.nl,,unreachable,Yes,https://www.emrobotics.com/,TU/e spin-off; CE-marked robotic assistant for vitreoretinal eye surgery (Zeiss Company) [cross-sourced x3] | enrich: TLS certificate issue,high
Respinor,NO,diagnostic_device,https://www.respinor.com,mail@respinor.com,generic,Yes,https://www.norwayhealthtech.com/member/respinor/,Norway Health Tech member; DXT continuous ultrasound diaphragm-monitoring device for ICU ventilator weaning,medium
BioCam,PL,Capsule endoscopy robotics,https://www.biocam.ai,contact@biocam.ai,generic,Yes,https://wediditinpoland.eu/en/innowacja/biocam-ai-capsule-endoscopy/,AI endoscopic capsule for full GI tract; pre-certification; Wroclaw [cross-sourced x2],high
