company,country,sub_domain,website,email,email_type,sme_likely,source_url,notes,confidence
Hocoma,CH,Rehab - gait/upper-limb robotics,https://www.hocoma.com,,unknown,No,https://ri4eu.eu/success-story/dihhero/,DIH-HERO funded; Lokomat/Armeo rehab systems; ~160 staff; Volketswil/Zurich [cross-sourced x2],high
Reha Technology,CH,rehab-gait-robot,https://www.rehatechnology.com,sales@rehatechnology.com,generic,unknown,https://blog.technavio.org/blog/top-15-rehabilitation-robotics-companies,Olten Switzerland; end-effector-based gait therapy robotic devices (G-EO); distributed by DIH Medical group | enrich: technicalsupport@rehatechnology.com also,medium
Intento,CH,rehab/neurostim,https://www.intento.ch,info@intento.ch,generic,Yes,https://cnbi.epfl.ch/news/page-121574-en-html/,EPFL spin-off Lausanne; wearable neuroprosthesis for stroke [cross-sourced x2],high
YouRehab (Reha Stim Medtec),CH,rehab_device,https://www.rehastim.com,,unreachable,Yes,https://www.venturelab.swiss/YouRehab,Venture Kick 2010 alumni; end-effector robotic gait therapy (merged with Reha-Stim Medtec) | enrich: ECONNREFUSED on repeated fetches,medium
Emovo Care,CH,robotic-hand-orthosis,https://emovocare.com,,,Yes,https://bioalps.org/organizations/emovo-care-sa/,EPFL spin-off; portable artificial-tendon hand orthosis for stroke/MS [pass-2],high
Ophthorobotics,CH,robotic-intravitreal-injection,https://ophthorobotics.com,,,Yes,https://www.venturelab.swiss/Ophthorobotics,ETH Zurich spin-off; automated intravitreal injection robot [pass-2],high
MyoSwiss,CH,soft-exoskeleton,https://myo.swiss,,,Yes,https://sms.hest.ethz.ch/the-group/spin-offs/myoswiss.html,ETH spin-off (2017); Myosuit CE-marked soft wearable exoskeleton for lower-limb weakness [pass-2],high
Spineart,CH,spine-surgery-robot,https://www.spineart.com,,,No,https://www.spineart.com/company/our-company/,Geneva Switzerland founded 2005; spine implant manufacturer developing robotic guidance tools; 370+ employees (not SME),medium
Odne (ex Lumendo),CH,surgical,https://www.odne.ch,,,Yes,https://ethz-foundation.ch/en/pioneer-fellows/lumendo/,EPFL/ETH spin-off 2018; light-active surgical fillers for endodontics/neurovascular; ETH Pioneer Fellowship [pass-2],high
Distalmotion,CH,Surgical (Dexter),https://distalmotion.com,info@distalmotion.com,generic,No,,Raised ~$150M 2024; borderline SME - may exceed EU thresholds,high
LEM Surgical,CH,Surgical (hard-tissue spine/ortho/ENT),https://lemsurgical.com,info@lemsurgical.com,generic,Yes,,Bern-based; Dynamis system FDA-cleared Apr 2025,high
SurgeonsLab,CH,surgical-training-haptics,https://surgeonslab.com,info@surgeonslab.com,generic,Yes,https://surgeonslab.com/,Switzerland; all-in-one neurosurgical training simulator with realistic haptic instruments; deployed at Italian hospitals,low
VirtaMed,CH,surgical-training-haptics,https://www.virtamed.com,,,Yes,https://www.virtamed.com/en/about-us/company,ETH Zurich spin-off (2007); ArthroS/LaparoS/UroS/GynoS hyper-realistic mixed-reality surgical simulators with haptic actuation [pass-2],high
CAScination,CH,surgical_robotics,https://www.cascination.com,info@cascination.com,generic,Yes,https://www.venturekick.ch/CAScination,Venture Kick alumni; HEARO robotic cochlear-implant system + CAS-One navigation for liver ablation,high
EBAMed,CH,surgical_robotics,https://eba-med.com,,contact_form_only,Yes,https://www.venturelab.swiss/EBAMed-secures-EUR-16M-concluding-Series-A-Round-at-EUR-16M,Geneva Fongit portfolio and Venturelab; cardiac-motion hardware module for non-invasive proton-therapy ablation,high
ROBOTSYSTEM,CZ,assistive/transport,https://www.robotsystem.cz,,,Yes,https://www.robotsystem.cz/en/,Ostrava-based developer of multifunctional transport and rehabilitation robotic stretchers and smart walkers [pass-2],medium
Carebot,CZ,imaging/diagnostic hardware,https://www.carebot.com,,,Yes,https://www.carebot.com/,Prague-based MDR IIa-certified AI radiology platform; partially hardware-adjacent imaging workflow [pass-2],low
BTL Industries,CZ,rehab/physiotherapy,https://www.btlnet.com,,,No,https://www.btlnet.com/rehabilitation-orthopedic,Prague-based manufacturer of physical therapy rehabilitation hardware (shockwave laser electrotherapy); likely exceeds SME [pass-2],medium
TESCAN Medical / TecuMed,CZ,surgical/neurosurgery,https://www.tecumed.com,,,Yes,https://www.tecumed.com/en/about-us/,Brno-based medical device hardware (former TESCAN Medical) for neurosurgery maxillofacial oncology traumatology; BUT spin-off [pass-2],medium
Medicem Group,CZ,surgical/ophthalmology,https://www.medicem.com,,,Yes,https://www.medicem.com/,Kamenne Zehrovice-based biomedical company making hydrogel intraocular lenses and Dilapan-S cervical ripening device [pass-2],medium
PRECISIS,DE,active-implantable-neurostim,https://precisis.de,info@precisis.de,generic,Yes,https://www.eib.org/en/press/all/2025-422-european-investment-bank-backs-german-medtech-eur20-million-for-precisis,EIC Accelerator beneficiary; EIB EUR 20M venture debt 2025; EASEE active cortical neurostim implant for epilepsy; Heidelberg DE; CE-certified 2022 [pass-2],high
KOCO MOTION,DE,actuator-supplier,https://www.kocomotion.de,,,Yes,https://www.compamed-tradefair.com/vis/v1/en/catalogue/medcom.COMPAMED.05.01,Custom motor/drive solutions for medical OEMs; COMPAMED 2024 electrical-motors exhibitor; Dauchingen DE [pass-2],medium
Auxsys,DE,assistive,https://www.auxsys.com,,,Yes,https://medlife-ev.de/en/start-up/auxsys-gmbh/,Aachen 2022; active full-body powered exoskeletons; dual-use for healthcare; MedLife-EV member [pass-2],medium
NODE Robotics,DE,assistive,https://node-robotics.com,,,Yes,https://node-robotics.com/,Stuttgart 2020; NODE.OS AMR navigation integrated into Ceterio hospital medication/supply robots [pass-2],medium
Bearcover,DE,Assistive - nursing home night-check robot,https://bearcover.de,info@bearcover.de,generic,Yes,https://eithealth.eu/news-article/eit-health-catapult-2023-24-selects-30-semifinalists/,EIT Health Catapult 2023-24 semi-finalist; Motion Lab Berlin,high
Navel Robotics,DE,Assistive - social robot for dementia care,https://navelrobotics.com,info@navelrobotics.com,generic,Yes,https://www.munich-startup.de/en/102012/navel-robotics-from-munich-wins-digital-health-award/,Digital Health Award winner; empathic social robot for elderly care; Munich,high
United Robotics Group,DE,assistive-service-robot,https://unitedrobotics.group,,,No,https://unitedrobotics.group/en/about/the-company,Bochum-based; CobiotX healthcare service robots; integrator/holding combining 9 European robotics SMEs - not SME-scale [pass-2],medium
German Bionic Systems,DE,Assistive/occupational exoskeleton,https://www.germanbionic.com,,unknown,No,https://www.eib.org/en/press/all/2022-572-investeu-eib-invests-in-high-tech-workplace-safety-with-eur15-million-for-exoskeleton-manufacturer-german-bionic-s-rd-activities,EIB InvestEU 15M; Apogee exoskeleton for nursing and industry; Augsburg [cross-sourced x3],high
Solectrix,DE,components,https://solectrix.de/en/medical,,,Yes,https://www.medica-tradefair.com/vis/v1/en/exhibitors/medcom2024.3000583,Embedded electronics/FPGA/imaging for active medical products incl. robotic applications and eye lasers; Fuerth Bavaria; ISO 13485 [pass-2],medium
KELO Robotics,DE,disinfection-robot,https://www.kelo-robotics.com,,,Yes,https://www.kelo-robotics.com/products/,Augsburg-based; KELO AD UVC disinfection robot for hospitals/airports; DIH-HERO COVID call awardee [pass-2],high
AKTORmed,DE,endoscope-holder-robot,https://aktormed.com,info@aktormed.com,generic,unknown,https://orthexo.de/en/exoskeleton-manufacturer/,Barbing Germany; SOLOASSIST II robotic endoscope holder for laparoscopic surgery; voice/joystick control,medium
Ovesco Endoscopy,DE,endovascular,https://ovesco.com,,,Yes,https://www.spectaris.de/medizintechnik/,Tuebingen; OTSC Over-The-Scope Clip endoscopic clipping; SPECTARIS sector medtech [pass-2],high
Avatera Medical,DE,general-surgery-robot,https://avatera.eu,info@avateramedical.com,generic,unknown,https://www.escatec.com/blog/24-exciting-surgical-robotics-companies,Jena Germany; first German CE-marked system for robot-assisted minimally invasive surgery (gynae/urology); sites in Jena Ilmenau Hanover Altingen | enrich: Domain is avateramedical.com not avatera.eu,high
goodBot,DE,Lab automation - pipetting robot,https://www.goodbot.de,,unknown,Yes,https://www.medica-tradefair.com/en/media-news/spheres-of-medica-magazine/lab-diagnostics/automation-research-lab-pipet-goodbot,Freiburg; AI pipetting robot; University of Freiburg EXIST-grant spin-off; MEDICA 2024 Start-up Competition robotics finalist [pass-2],high
IMSTec,DE,Pharmacy automation - blister packaging,https://www.imstec.de,,unknown,No,https://www.medteclive.com/en/e/medteclive-healthtech-pavilion-at-automatica-laser-world-of-photonics-2025.55489,Klein-Winternheim; fully automated blister packaging line for weekly patient medication dispensing; ~150 employees; MedtecLIVE Healthtech Pavilion at automatica 2025 [pass-2],medium
BEC GmbH (Buck Engineering),DE,Radiotherapy patient positioning robot,https://www.b-e-c.de,,unreachable,Yes,https://www.b-e-c.de/bec-news-en/tae-bnct,exacure robotic positioning for BNCT and particle therapy; KUKA partner; Reutlingen [cross-sourced x2] | enrich: ECONNREFUSED on repeated fetches,high
roclub,DE,radiotherapy positioning,https://www.roclub.com,,,Yes,https://www.eu-startups.com/2025/10/e10-million-boost-for-germanys-roclub-to-scale-ai-powered-remote-operations-in-medical-technology/,Berlin; teleoperation platform for remote MRI/CT operation; USD 11.7M Series A [pass-2],high
TEDIRO Healthcare Robotics,DE,Rehab - gait training autonomous robot,https://tediro.com,robotics@tediro.com,generic,Yes,https://tediro.com/en/company/,Spin-off of MetraLabs/TU Ilmenau; first CE-certified autonomous therapy robot; Ilmenau/Leipzig [cross-sourced x2],high
Powered Orthotics,DE,Rehab - hand orthosis,https://powered-orthotics.com,,unknown,Yes,https://www.medica-tradefair.com/en/Program/Forums/MEDICA_INNOVATION_FORUM/MEDICA_START-UP_COMPETITION_1,Mannheim; University of Heidelberg spin-off; MotionMate soft robotic hand orthosis for hand paralysis rehab; MEDICA 2025 Start-up Competition robotics finalist [pass-2],high
Reactive Robotics,DE,Rehab - ICU early mobilization,https://www.reactive-robotics.com,info@reactive-robotics.com,generic,Yes,https://www.nks-eic-accelerator.de/en/success-story-reactive-robotics-665.php,EIC Accelerator; VEMO very-early-mobilization robot for ICU; Munich [cross-sourced x3],high
MetraLabs,DE,Service robotics - healthcare platforms,https://www.metralabs.com,,unknown,No,https://ri4eu.eu/success-story/dihhero/,DIH-HERO funded; mobile service robots used by TEDIRO & care projects; Ilmenau,high
Medical Decision Alliance,DE,surgical,https://medical-decision-alliance.com,,,Yes,https://www.htgf.de/en/medical-decision-alliance-secures-3-million-in-seed-funding/,Leipzig; AI surgical-decision-support for robotic surgery; EUR 3.3M seed 2025 [pass-2],high
Symphera,DE,surgical,https://symphera.io,,,Yes,https://www.eu-startups.com/2024/09/munich-based-medtech-symphera-secures-e2-4-million-to-streamline-surgical-procedures/,Munich TUM spinout 2023; push-button laparoscopic tool-switching system; EUR 2.4M seed [pass-2],high
Dymium GmbH,DE,Surgical - urology/kidney stones,,,unknown,Yes,https://eithealth.eu/news-article/eit-health-catapult-2023-24-selects-30-semifinalists/,EIT Health Catapult 2023-24 finalist; LithoFree magnetic kidney stone system; Garching/Munich,high
Resense,DE,Surgical robot components - force sensors,https://www.resense.io,,unknown,Yes,https://www.medteclive.com/en/p/wittenstein-galaxie-gmbh-und-resense-gmbh.140504,Klingenberg; WITTENSTEIN-WIKA JV founded April 2023; world's smallest 8mm 6-axis force/torque sensors for medical robotics; MedtecLIVE 2024 exhibitor [pass-2],medium
PHACON,DE,Surgical simulation - artificial patients,https://phacon.de/en,,unknown,Yes,https://phacon.de/en/,Leipzig; founded 2007; patient-specific 3D-printed artificial surgical patients for training with AR integration; ~9-25 employees; MEDICA exhibitor [pass-2],high
Medability,DE,Surgical training - haptic VR/robotics,https://medability.de,info@medability.de,generic,Yes,https://www.eu-startups.com/27-top-medical-device-startups-and-companies-in-munich/,DuO VR robotic haptic spine surgery simulator; Munich,high
YUMAN,DK,assistive,https://www.yuman-robots.dk,,,Yes,https://www.odenserobotics.dk/,Copenhagen; Buddy autonomous hospital transport robot; Odense Robotics Start Up Award 2023 [pass-2],high
ROPCA,DK,clinical lab automation,https://ropca.com,info@ropca.com,generic,Yes,https://www.odenserobotics.dk/members/nordic-robotics-systems-aps/,Odense Robotics; ARTHUR RA ultrasound robot CE-marked,high
Kassow Robots,DK,cobot-hospital-lab,https://www.kassowrobots.com,,,No,https://www.kassowrobots.com/about-us,Copenhagen-based 7-axis cobot maker; Bosch Rexroth majority ownership 2022 - not SME [pass-2],low
Universal Robots,DK,cobot-hospital-lab,https://www.universal-robots.com,,,No,https://www.universal-robots.com/case-stories/gentofte-hospital/,Odense-based Teradyne subsidiary; UR cobots deployed at Gentofte hospital lab automation and Odense Univ Hospital neuro-rehab Patient@Home - large not SME [pass-2],medium
Autonomous Units,DK,disinfection,https://www.a-units.com,,,Yes,https://www.odenserobotics.dk/autonomous-units-leaves-the-startup-hub/,Odense; DMD4000 autonomous dry-mist disinfection robot; first autonomous robot EN 17272 compliant [pass-2],high
Neurescue,DK,endovascular,https://www.neurescue.com,,,Yes,https://www.businesswire.com/news/home/20250909684331/en/NEURESCUE-Device-Secures-Historic-CE-Mark-Approval-for-NonShockable-Cardiac-Arrest-Treatment,Copenhagen; NEURESCUE computer-aided aortic occlusion balloon catheter; CE Mark 2025 [pass-2],medium
Life Science Robotics,DK,Rehab - lower limb mobilization,https://www.lifescience-robotics.com,info@lifescience-robotics.com,generic,Yes,https://www.lifescience-robotics.com/about/,ROBERT rehab robot for bedridden patients; Aalborg [cross-sourced x3],high
Lifeline Robotics,DK,sample-collection-robot,https://lifelinerobotics.com,,,Yes,https://lifelinerobotics.com/about/,SDU spin-off (2020); Careebo automated throat-swab robot; Norrsken/REInvest backed [pass-2],high
Coalescent Mobile Robotics,DK,service/logistics,https://cm-robotics.com,info@cm-robotics.com,generic,Yes,https://www.odenserobotics.dk/speakers/coalescent-mobile-robotics/,Odense Robotics member; hospital/pharma logistics AMRs,high
Gibotech,DK,service/logistics,https://www.gibotech.dk,gibotech@gibotech.dk,generic,Yes,https://www.odenserobotics.dk/automation-in-hospitals/,Odense Robotics; hospital AGV & sterilization automation | enrich: service@gibotech.dk also,high
Meditek,DK,service/logistics,https://meditek.dk,,unreachable,unknown,https://www.odenserobotics.dk/networks-mobile-robots-in-healtcare/,Odense/CCR partner; hospital equipment automation JV | enrich: HTTP 403 on repeated fetches,medium
Nordbo Robotics,DK,surgical,https://www.nordbo-robotics.com,,,Yes,https://www.odenserobotics.dk/members/nordbo-robotics/,Odense; robotic software for medical device finishing/inspection; Odense Robotics member [pass-2],medium
UVD Robots (Blue Ocean Robotics),DK,UV-C disinfection autonomous robot,https://uvd.blue-ocean-robotics.com,info@uvd-robots.com,generic,No,,Odense; part of Ecolab since 2022 - parent is large,high
Grab2Go,EE,Pharmacy automation - autonomous vending,https://www.grab2go.eu,,unknown,Yes,https://retailtechinnovationhub.com/home/2023/4/4/a-game-changer-in-the-healthcare-industry-grab2go-launches-its-first-autonomous-pharmacy-unit-in-estonia,Tallinn; 24/7 autonomous unmanned robotic pharmacy vending; deployed with BENU pharmacy chain; EUR1M total raised [pass-2],medium
Asvel,EE,surgical/endoscopy,https://www.asvel.ee,,,Yes,https://www.asvel.ee/,Tallinn-based (TalTech-affiliated) AI-powered robotic endoscopy system for minimally invasive procedures [pass-2],high
PAL Robotics,ES,Assistive - hospital/elderly humanoid,https://pal-robotics.com,business@pal-robotics.com,generic,Yes,https://ri4eu.eu/success-story/dihhero/,DIH-HERO funded; TIAGo and ARI robots used in hospital/elderly pilots; Barcelona [cross-sourced x3] | enrich: info@pal-robotics.com also,high
MOWOOT (USMIMA),ES,Assistive - pneumatic soft robot,https://www.mowoot.com,info@mowoot.com,generic,Yes,https://eithealth.eu/news-article/robots-in-medicine-the-robotics-start-ups-making-a-difference-in-healthcare/,EIT Health; pneumatic abdominal massage device for chronic constipation; Barcelona,high
Robotnik Automation,ES,assistive-mobile-platform,https://robotnik.eu,,,No,https://robotnik.eu/applications-of-robotics-in-medicine/,Valencia-based; mobile robot platforms for hospital logistics and lab; majority acquired by United Robotics Group 2023 [pass-2],medium
Arkeobots,ES,assistive/elderly-care,https://arkeobots.com,,contact_form_only,Yes,https://catalonia.com/key-industries-technologies/technologies/robotics-in-catalonia,Catalonia assistive elder-care companion robot | enrich: only personal gmail visible no role email,medium
INBRAIN Neuroelectronics,ES,brain-computer-interface,https://inbrain-neuroelectronics.com,info@inbrain-neuroelectronics.com,generic,Yes,https://www.pcb.ub.edu/en/the-european-commission-supports-inbrain-neuroelectronics-as-a-strategic-company-for-europes-healthcare-innovation-via-the-eic-accelerator/,EIC Accelerator EUR 17.5M (2.5M grant + 15M equity); graphene-based neural interfaces with bi-directional neuromodulation; Barcelona spin-off of ICN2/IMB-CNM [pass-2],high
Neuroelectrics,ES,brain-stimulation-device,https://www.neuroelectrics.com,,contact_form_only,unknown,https://www.neuroelectrics.com/,Barcelona Spain founded 2011; Starlab spin-off; Starstim/Enobio wearable brain stimulation & EEG monitoring devices - borderline robotics (hardware yes; active motion no),low
Mecwins,ES,clinical lab automation,https://mecwins.com,info@mecwins.com,generic,Yes,https://www.4yfn.com/exhibitors/35813-eodyne-systems-s-l,CSIC IMN spin-off; Avac plasmonic lab-auto platform; Madrid,medium
MC Health Tech,ES,electrotherapy-device,https://mchealthtech.com,,,Yes,https://barcelonahealthhub.com/en/bhh-members/,Barcelona; non-invasive physiotherapy electrotherapy device - borderline active actuation [pass-2],low
MiWEndo Solutions,ES,endoscopy,https://miwendo.com,info@miwendo.com,generic,Yes,https://catalonia.com/key-industries-technologies/technologies/robotics-in-catalonia,UPF/HCB/UPC spin-off; microwave endoscopy accessory,high
Overture Life,ES,IVF-lab-robotics,https://www.overture.life,info@overture.life,generic,Yes,https://www.eib.org/en/press/all/2025-430-eib-finances-with-eur20-million-overture-life-to-invest-in-automatization-of-assisted-reproductive-processes-and-product-expansion,EIB EUR 20M loan Nov 2025 InvestEU-backed; DaVitri tabletop egg-vitrification robot CE-cleared + ICSI.A robotic intracytoplasmic sperm injection (first live births 2023); Madrid R&D HQ [pass-2],high
Marsi Bionics,ES,Pediatric/adult gait exoskeleton,https://www.marsibionics.com,info@marsibionics.com,generic,Yes,,Madrid; funded ~€8.1M,high
Eodyne Systems,ES,rehab,https://eodynesystems.com,contact@eodyne.com,generic,Yes,https://eithealth.eu/product-service/rgshome/,UPF/SPECS spin-off; CE Class I RGS neuro-rehab; Barcelona | enrich: Domain is eodyne.com; ventas@ soporte@ also,high
Gogoa Mobility Robots,ES,rehab-exoskeleton,https://www.gogoa.eu,info@gogoa.eu,generic,Yes,https://sifted.eu/articles/exoskeleton-startups-wandercraft-marsi-bionics-tendo,First European company with CE-marked rehab exoskeleton (HANK lower limb); also BELK knee; based in Basque Country [cross-sourced x2],high
Virtualware,ES,rehab-VR-robotics,https://www.virtualwaregroup.com,,unreachable,unknown,https://www.digitaljournal.com/pr/virtual-rehabilitation-and-telerehabilitation-systems-market-share-2022-growth-challenges-opportunities-and-future-trends-2030-brontes-processing-motekforce-link-virtualware-group-motorika-bridg,Bilbao Spain; VirtualRehab platform with sensor-based rehab hardware for neurological patients | enrich: HTTP 404 on multiple paths,low
Inrobics,ES,rehab/assistive,https://inrobics.com,info@inrobics.com,generic,Yes,https://eithealth.eu/news-article/robots-in-medicine-the-robotics-start-ups-making-a-difference-in-healthcare/,UC3M spin-off; NAO-based therapy robot; Madrid | enrich: support@inrobics.com also,high
Robopedics,ES,rehab_assistive,https://robopedics.com,hola@robopedics.com,generic,unknown,https://barcelonahealthhub.com/en/news/discover-how-robopedics-is-shaping-the-future-of-dependent-care/,Barcelona Health Hub member; single-leg robotic orthotic Awake for stroke hemiplegics; founded 2021,medium
ABLE Human Motion,ES,rehab_exoskeleton,https://www.ablehumanmotion.com,hello@ablehumanmotion.com,generic,Yes,https://www.biocat.cat/en/current-news/news/company-able-human-motion-supported-pass-programme-incorporates-6-exoskeletons,UPC spin-off Barcelona; lightweight exoskeleton for neurorehabilitation; accelerated by Biocat PASS and CRAASH Barcelona [cross-sourced x4],high
EndoCartoScope,ES,smart endoscopy navigation,https://ire4health.eu,,,Yes,https://cordis.europa.eu/project/id/101211633,EIC-funded project at Univ Zaragoza; planned spin-off for VSLAM endoscope navigation (TRL9) [pass-2],medium
Cyber Surgery,ES,spine-surgery-robot,https://cyber-surgery.com,,contact_form_only,Yes,https://www.surgicalroboticstechnology.com/news/cyber-surgery-announces-successful-completion-of-clinical-trials/,San Sebastian Basque Country founded 2017; ALAYA robotic assistant for spine surgery with kinematic navigation [cross-sourced x3],high
Planificacion Quirurgica PQx,ES,surgical,https://planificacionquirurgica.com,,,Yes,https://planificacionquirurgica.com/en/the-company/,Spain; VEGA AR/VR surgical navigator for arthroscopy/arthroplasty/tumor; patented LCA One Step [pass-2],high
