company,country,sub_domain,website,email,email_type,sme_likely,source_url,notes,confidence
InteSpring,NL,rehab_assistive,https://intespring.com/,,,Yes,https://intespring.com/invest/,Delft-based exoskeleton developer (Exobuddy) and TNO partner,medium
Ganymed Robotics,FR,surgical_robotics,https://www.ganymedrobotics.com/,,,Yes,https://www.ganymedrobotics.com/about-us,Paris-based orthopaedic surgical robotics; EIC Accelerator awardee; French Tech Emergence,high
SpinEM Robotics,FR,surgical_robotics,https://spinem-robotics.com/,,,Yes,https://www.haventure.com/presentation/,Haventure Grenoble portfolio; robot for minimally-invasive spinal surgery,high
OSTESYS,FR,surgical_robotics,,,,Yes,https://www.haventure.com/presentation/,Haventure Grenoble portfolio; imaging/planning/robotics for osteotomies around the knee,high
Zentact Robotics,FR,surgical_robotics,,,,Yes,https://www.haventure.com/presentation/,Haventure Grenoble portfolio; telemanipulated robot for endoscopic ENT surgery,high
Extremis Robotics,FR,surgical_robotics,https://extremis-robotics.com/,,,Yes,https://www.haventure.com/presentation/,Haventure Grenoble portfolio; robotics for foot/ankle surgery,high
KAT Robotics,FR,surgical_robotics,,,,Yes,https://www.haventure.com/presentation/,Haventure Grenoble portfolio; interactive power-tool control robot for orthopaedics,high
LinkX Robotics,FR,surgical_robotics,https://www.linkx-robotics.com/,,,Yes,https://www.haventure.com/presentation/,Haventure Grenoble portfolio; 3D planning + robotics for knee-ligament surgery,high
Lifebloom,FR,rehab_assistive,,,,Yes,https://lille.eurasante.com/startups/lifebloom/,Eurasante (Lille) incubatee; Oxilio wheelchair-exoskeleton enabling autonomous standing/walking,high
UroMems,FR,implantable_robotics,https://www.uromems.com/,,,Yes,https://www.medicalps.eu/2019/10/25/uromems-remporte-le-prestigieux-prix-galien-medstart-up-pour-la-meilleure-collaboration-dans-le-domaine-du-medtech-ou-du-numerique/,Medicalps Grenoble member; smart active robotic artificial urinary sphincter (UroActive) for stress urinary incontinence,high
PAL Robotics,ES,service_robotics,https://pal-robotics.com/,,,Yes,https://novobrief.com/spains-isdi-pal-robotics-part-of-robosapiens-project-to-ensure-better-human-robot-collaboration-in-eu-industry/11083/,Barcelona-based; TIAGo Delivery service robot for hospital logistics (food/medication/samples),medium
CAScination,CH,surgical_robotics,https://www.cascination.com/,,,Yes,https://www.venturekick.ch/CAScination,Venture Kick alumni; HEARO robotic cochlear-implant system + CAS-One navigation for liver ablation,high
EBAMed,CH,surgical_robotics,https://eba-med.com/,,,Yes,https://www.venturelab.swiss/EBAMed-secures-EUR-16M-concluding-Series-A-Round-at-EUR-16M,Geneva Fongit portfolio and Venturelab; cardiac-motion hardware module for non-invasive proton-therapy ablation,high
YouRehab (Reha Stim Medtec),CH,rehab_device,https://www.rehastim.com/,,,Yes,https://www.venturelab.swiss/YouRehab,Venture Kick 2010 alumni; end-effector robotic gait therapy (merged with Reha-Stim Medtec),medium
Intento,CH,rehab_device,https://intento.ch/,,,Yes,https://www.venturelab.swiss/Intento-and-Vigilitech-receive-CHF-130000-at-the-Venture-Kick-final,Venture Kick alumni; wearable functional-electrical-stimulation system for stroke rehabilitation,medium
CurifyLabs,FI,pharma_automation,https://curifylabs.com/,,,Yes,https://curifylabs.com/about,Helsinki-based; MiniLab automated pharmaceutical compounding incl. robotics-inspired 3D drug printing,high
Respinor,NO,diagnostic_device,https://www.respinor.com/,,,Yes,https://www.norwayhealthtech.com/member/respinor/,Norway Health Tech member; DXT continuous ultrasound diaphragm-monitoring device for ICU ventilator weaning,medium
ExoAtlet,LU,rehab_exoskeleton,https://exoatlet.eu/,,,Yes,https://startupluxembourg.com/news/exoatlet-on-the-road-to-certification-in-europe,Startup Luxembourg supported; medical exoskeleton for SCI/stroke/CP rehabilitation,medium
Aether Biomedical,PL,prosthetics,https://www.aetherbiomedical.com/,,,Yes,https://www.aetherbiomedical.com/about,Poznan-based medical-robotics company; Zeus multi-articulated myoelectric hand prosthesis,high
