company,country,sub_domain,website,email,email_type,sme_likely,source_url,notes,confidence
Japet Medical,FR,Rehab/occupational exoskeleton - back,https://www.japet.eu,,unknown,Yes,https://eit.europa.eu/news-events/news/eit-health-bridgehead-supports-16-health-start-ups,EIT Health Bridgehead; Japet.W+ lumbar exoskeleton CE class IIa; Lille,high
Loop Robots,NL,Disinfection - UV-C hospital,https://www.looprobots.com,hello@looprobots.com,generic,Yes,https://www.looprobots.com/news/loop-robots-one-of-the-most-promising-ai-startups-of-the-netherlands,SAM UV-C autonomous disinfection robot; TU Delft spin-off; Delft,high
Life Science Robotics,DK,Rehab - lower limb mobilization,https://www.lifescience-robotics.com,info@lifescience-robotics.com,generic,Yes,https://www.lifescience-robotics.com/about/,ROBERT rehab robot for bedridden patients; Aalborg,high
Reactive Robotics,DE,Rehab - ICU early mobilization,https://www.reactive-robotics.com,info@reactive-robotics.com,generic,Yes,https://www.nks-eic-accelerator.de/en/success-story-reactive-robotics-665.php,EIC Accelerator; VEMO very-early-mobilization robot for ICU; Munich,high
TEDIRO Healthcare Robotics,DE,Rehab - gait training autonomous robot,https://tediro.com,robotics@tediro.com,generic,Yes,https://tediro.com/en/company/,Spin-off of MetraLabs/TU Ilmenau; first CE-certified autonomous therapy robot; Ilmenau/Leipzig,high
ACCREA Medical Robotics,PL,Surgical & tele-examination robotics,https://accrea.com,office@accrea.com,generic,Yes,https://ri4eu.eu/success-story/dihhero/,DIH-HERO COVID-19 call awardee; DiSiRt disinfection & tele-manipulation; Lublin,high
F&P Robotics,CH,Assistive - care robot,https://www.fp-robotics.com,,unknown,Yes,https://ri4eu.eu/success-story/dihhero/,DIH-HERO funded; Lio assistive robot for healthcare staff; Glattbrugg/Zurich,high
Rubedo Sistemos,LT,Radiotherapy positioning vision,https://www.rubedos.com,,unknown,Yes,https://ri4eu.eu/success-story/dihhero/,DIH-HERO funded; 3D vision guidance incl. Elekta radiotherapy; ISO 13485; Kaunas,high
MetraLabs,DE,Service robotics - healthcare platforms,https://www.metralabs.com,,unknown,No,https://ri4eu.eu/success-story/dihhero/,DIH-HERO funded; mobile service robots used by TEDIRO & care projects; Ilmenau,high
Cyber Surgery,ES,Surgical - spine navigation,https://cyber-surgery.com,,unknown,Yes,https://blog.smarttrak.com/three-global-spine-robotics-start-ups-to-watch-in-2024,ALAYA CE-marked kinematic navigation spine robot; San Sebastian/Basque,high
SpinEM Robotics,FR,Surgical - spine navigation,https://spinem-robotics.com,,unknown,Yes,https://www.finsmes.com/2024/04/spinem-robotics-raises-e10m-in-series-a2-funding.html,Spineart-backed spine robotic navigation; Haventure spin-off; Saint-Martin-d'Heres,high
Bioservo Technologies,SE,Assistive - soft robotic glove,https://www.bioservo.com,,unknown,No,https://digital-strategy.ec.europa.eu/en/news/bioservo-technologies-gives-humans-robotic-super-strength-cyborgs,Nasdaq First North listed; Carbonhand/Ironhand grip-assist exoskeleton glove; Stockholm,high
German Bionic Systems,DE,Assistive/occupational exoskeleton,https://www.germanbionic.com,,unknown,No,https://www.eib.org/en/press/all/2022-572-investeu-eib-invests-in-high-tech-workplace-safety-with-eur15-million-for-exoskeleton-manufacturer-german-bionic-s-rd-activities,EIB InvestEU 15M; Apogee exoskeleton for nursing and industry; Augsburg,high
BioCam,PL,Capsule endoscopy robotics,https://www.biocam.ai,contact@biocam.ai,generic,Yes,https://wediditinpoland.eu/en/innowacja/biocam-ai-capsule-endoscopy/,AI endoscopic capsule for full GI tract; pre-certification; Wroclaw,high
qbrobotics,IT,Prosthetics - soft robotic hand,https://qbrobotics.com,,unknown,Yes,https://qbrobotics.com/company-team/,SoftHand Pro prosthetic hand; SoftPro H2020 spin-off; UPisa/IIT; Pisa,high
Evondos,FI,Pharmacy/home medication dispensing robot,https://www.evondos.com,,unknown,No,https://www.evondos.com/,Nordic leader in home medicine dispensing robot; ~200 employees; Helsinki/Salo,high
BEC GmbH (Buck Engineering),DE,Radiotherapy patient positioning robot,https://www.b-e-c.de,,unknown,Yes,https://www.b-e-c.de/bec-news-en/tae-bnct,exacure robotic positioning for BNCT and particle therapy; KUKA partner; Reutlingen,high
Medability,DE,Surgical training - haptic VR/robotics,https://medability.de,,unknown,Yes,https://www.eu-startups.com/27-top-medical-device-startups-and-companies-in-munich/,DuO VR robotic haptic spine surgery simulator; Munich,high
Navel Robotics,DE,Assistive - social robot for dementia care,https://navelrobotics.com,,unknown,Yes,https://www.munich-startup.de/en/102012/navel-robotics-from-munich-wins-digital-health-award/,Digital Health Award winner; empathic social robot for elderly care; Munich,high
Voxdale,BE,Medical device engineering incl. robotics,https://www.voxdale.eu,,unknown,Yes,https://ri4eu.eu/success-story/dihhero/,DIH-HERO funded; ROB-ID robotic vaccination demonstrator; Antwerp,high
PAL Robotics,ES,Assistive - hospital/elderly humanoid,https://pal-robotics.com,,unknown,Yes,https://ri4eu.eu/success-story/dihhero/,DIH-HERO funded; TIAGo and ARI robots used in hospital/elderly pilots; Barcelona,high
Hocoma,CH,Rehab - gait/upper-limb robotics,https://www.hocoma.com,,unknown,No,https://ri4eu.eu/success-story/dihhero/,DIH-HERO funded; Lokomat/Armeo rehab systems; ~160 staff; Volketswil/Zurich,high
Caranx Medical,FR,Endovascular - TAVI robot,https://caranx-medical.com,,unknown,Yes,https://www.investincotedazur.com/en/caranx-medical-innovates-in-robotic-assisted-heart-valve-implantation/,Truffle Capital backed; TAVIPILOT autonomous TAVI robot; FDA cleared 2025; Nice,high
